noun,adj,distance,noun,adv,distance,noun,verb,distance
(วัฒนธรรม - NOUN),(เก่า - ADJ),5,(เวลา - NOUN),(ต่อไป - ADV),13,(สถานที่ - NOUN),(ชม - VERB),5
(สถาปัตยกรรม - NOUN),(เก่า - ADJ),3,(นาที - NOUN),(ต่อไป - ADV),9,(สถานที่ - NOUN),(ไป - VERB),8
(จิตวิญญาณ - NOUN),(เก่า - ADJ),1,(สถานที่ - NOUN),(ต่อไป - ADV),7,(การ - NOUN),(เยี่ยม - VERB),0
(แบบ - NOUN),(เก่า - ADJ),0,(สถานที่ - NOUN),(ต่อไป - ADV),0,(การ - NOUN),(ชม - VERB),1
(วัน - NOUN),(ธรรมดา - ADJ),0,(สถานที่ - NOUN),(กี่ - ADV),10,(การ - NOUN),(ไป - VERB),4
(บรรดา - NOUN),(มาก - ADJ),2,(วัด - NOUN),(กี่ - ADV),5,(คุณ - NOUN),(ไป - VERB),0
(นักท่องเที่ยว - NOUN),(มาก - ADJ),1,(การ - NOUN),(ขึ้น - ADV),1,(สถานที่ - NOUN),(ดี - VERB),1
(จำนวน - NOUN),(มาก - ADJ),0,(อาคาร - NOUN),(ดี - ADV),6,(สถานที่ - NOUN),(ดี - VERB),5
(ช่วง - NOUN),(สงบ - ADJ),9,(ความ - NOUN),(ดี - ADV),4,(สถานที่ - NOUN),(ดู - VERB),8
(ฤดูท่องเที่ยว - NOUN),(สงบ - ADJ),8,(ค่าธรรมเนียม - NOUN),(สุภาพ - ADV),7,(ภาพ - NOUN),(ดี - VERB),1
(คุณ - NOUN),(สงบ - ADJ),7,(สุดยอด - NOUN),(มาก - ADV),0,(ภาพ - NOUN),(ดู - VERB),4
(ความ - NOUN),(สงบ - ADJ),3,(ความแตกต่าง - NOUN),(อยู่ - ADV),8,(อาคาร - NOUN),(เยี่ยม - VERB),4
(ความ - NOUN),(สงบ - ADJ),0,(สิ่ง - NOUN),(อยู่ - ADV),6,(อาคาร - NOUN),(ให้ - VERB),9
(ภาพถ่าย - NOUN),(ทอง - ADJ),5,(สิ่ง - NOUN),(อยู่ - ADV),2,(แห่ง - NOUN),(เยี่ยม - VERB),2
(สีแดง - NOUN),(ทอง - ADJ),2,(ช้า - NOUN),(หลาย - ADV),6,(แห่ง - NOUN),(ให้ - VERB),7
(สี - NOUN),(ทอง - ADJ),0,(วัด - NOUN),(หลาย - ADV),0,(ชม - NOUN),(ให้ - VERB),3
(สวน - NOUN),(สวย - ADJ),0,(สวน - NOUN),(สัก - ADV),8,(อาคาร - NOUN),(ให้ - VERB),1
(สวน - NOUN),(ดี - ADJ),3,(ห้องน้ำ - NOUN),(สัก - ADV),6,(วัด - NOUN),(เป็น - VERB),3
(ที่จอดรถ - NOUN),(ดี - ADJ),0,(สถานที่ - NOUN),(สัก - ADV),2,(วัด - NOUN),(ประทับใจ - VERB),14
, , ,(วัด - NOUN),(อยู่ - ADV),2,(แห่ง - NOUN),(เป็น - VERB),2
, , ,(รูปร่าง - NOUN),(ค่อนข้าง - ADV),2,(แห่ง - NOUN),(ประทับใจ - VERB),13
, , ,(อาคาร - NOUN),(ค่อนข้าง - ADV),0,(ส่วนหนึ่ง - NOUN),(ประทับใจ - VERB),9
, , ,(คุณ - NOUN),(ที่นั่น - ADV),5,(ทัวร์ - NOUN),(ประทับใจ - VERB),7
, , ,(ผู้คน - NOUN),(ที่นั่น - ADV),2,(วัน - NOUN),(ประทับใจ - VERB),5
, , ,(คุณ - NOUN),(เช่นนั้น - ADV),3,(พระพุทธรูป - NOUN),(ประทับใจ - VERB),3
, , ,(คุณ - NOUN),(ได้ - ADV),4,(อาคาร - NOUN),(ติ - VERB),2
, , ,(ช่วง - NOUN),(หลาย - ADV),3,(อาคาร - NOUN),(มา - VERB),3
, , ,(กลางวัน - NOUN),(หลาย - ADV),2,(อาคาร - NOUN),(ประทับใจ - VERB),7
, , ,(วัด - NOUN),(ยิ่งขึ้น - ADV),7,(อาคาร - NOUN),(เยี่ยม - VERB),12
, , ,(ตอนเย็น - NOUN),(ยิ่งขึ้น - ADV),4,(อาคาร - NOUN),(ชม - VERB),13
, , ,(ผู้คน - NOUN),(ขึ้น - ADV),1,(ประ - NOUN),(ติ - VERB),0
, , ,(ผู้คน - NOUN),(เช่นกัน - ADV),2,(ประ - NOUN),(มา - VERB),1
, , ,(ค่าบริการ - NOUN),(เหมือนกัน - ADV),3,(ประ - NOUN),(ประทับใจ - VERB),5
, , ,(ค่าบริการ - NOUN),(ยี่ - ADV),7,(ประ - NOUN),(เยี่ยม - VERB),10
, , ,(บาท - NOUN),(เหมือนกัน - ADV),0,(ประ - NOUN),(ชม - VERB),11
, , ,(บาท - NOUN),(ยี่ - ADV),4,(กรรม - NOUN),(ประทับใจ - VERB),2
, , ,(สลิป - NOUN),(ยี่ - ADV),1,(กรรม - NOUN),(เยี่ยม - VERB),7
, , ,(วัด - NOUN),(ที่สุด - ADV),4,(กรรม - NOUN),(ชม - VERB),8
, , ,(วัด - NOUN),(มาก - ADV),12,(ควรค่า - NOUN),(เยี่ยม - VERB),2
, , ,(วัด - NOUN),(ที่สุด - ADV),13,(ควรค่า - NOUN),(ชม - VERB),3
, , ,(สามชั้น - NOUN),(ที่สุด - ADV),2,(การ - NOUN),(เยี่ยม - VERB),0
, , ,(สามชั้น - NOUN),(มาก - ADV),10,(การ - NOUN),(ชม - VERB),1
, , ,(สามชั้น - NOUN),(ที่สุด - ADV),11,(คุณ - NOUN),(อธิษฐาน - VERB),1
, , ,(วัด - NOUN),(มาก - ADV),5,(คุณ - NOUN),(เดิน - VERB),4
, , ,(วัด - NOUN),(ที่สุด - ADV),6,(คุณ - NOUN),(ไป - VERB),5
, , ,(ผู้ - NOUN),(มาก - ADV),2,(คุณ - NOUN),(รอบๆ - VERB),6
, , ,(ผู้ - NOUN),(ที่สุด - ADV),3,(การ - NOUN),(เดินทาง - VERB),0
, , ,(อาคาร - NOUN),(ที่สุด - ADV),2,(การ - NOUN),(น่ารัก - VERB),2
, , ,(อาคาร - NOUN),(หก - ADV),8,(การ - NOUN),(ไป - VERB),3
, , ,(เจดีย์ - NOUN),(หก - ADV),1,(อาคาร - NOUN),(สวยงาม - VERB),1
, , ,(วัด - NOUN),(ขึ้น - ADV),2,(คุ้มค่า - NOUN),(เดินทาง - VERB),2
, , ,(เสียง - NOUN),(มาก - ADV),1,(คุ้มค่า - NOUN),(ชื่นชม - VERB),4
, , ,(วิธี - NOUN),(จริง - ADV),9,(การ - NOUN),(เดินทาง - VERB),0
, , ,(ความ - NOUN),(จริง - ADV),4,(การ - NOUN),(ชื่นชม - VERB),2
, , ,(คุณ - NOUN),(จริง - ADV),1,(วัด - NOUN),(สวยงาม - VERB),1
, , ,(ผลงาน - NOUN),(ขึ้น - ADV),8,(วัด - NOUN),(มี - VERB),3
, , ,(ผลงาน - NOUN),(หลาย - ADV),10,(วัด - NOUN),(น่ารัก - VERB),6
, , ,(ชิ้นเอก - NOUN),(ขึ้น - ADV),7,(รูปปั้น - NOUN),(น่ารัก - VERB),1
, , ,(ชิ้นเอก - NOUN),(หลาย - ADV),9,(แสงไฟ - NOUN),(เป็น - VERB),5
, , ,(ศิลปะ - NOUN),(ขึ้น - ADV),5,(ประทัด - NOUN),(เป็น - VERB),3
, , ,(ศิลปะ - NOUN),(หลาย - ADV),7,(อาคาร - NOUN),(เป็น - VERB),1
, , ,(วัด - NOUN),(ดี - ADV),7,(อิฐ - NOUN),(เป็น - VERB),0
, , ,(การ - NOUN),(ดี - ADV),2,(วัด - NOUN),(เป็น - VERB),1
, , ,(วัด - NOUN),(หลาย - ADV),3,(ที่จอดรถ - NOUN),(สะดวก - VERB),0
, , ,(วัด - NOUN),(กี่ - ADV),15,(บรรยากาศ - NOUN),(ร่มรื่น - VERB),3
, , ,(ชั้น - NOUN),(กี่ - ADV),10,(วัด - NOUN),(ร่มรื่น - VERB),1
, , ,(การ - NOUN),(กี่ - ADV),3,(สถานที่ - NOUN),(มี - VERB),1
, , ,(บันได - NOUN),(กี่ - ADV),1,(สถานที่ - NOUN),(สวยงาม - VERB),5
, , ,(การ - NOUN),(บาง - ADV),3,(ศิลปะ - NOUN),(สวยงาม - VERB),2
, , ,(การ - NOUN),(มาก - ADV),12,(วัด - NOUN),(ไป - VERB),7
, , ,(วัดไทย - NOUN),(บาง - ADV),0,(วัด - NOUN),(เที่ยว - VERB),8
, , ,(วัดไทย - NOUN),(มาก - ADV),9,(วัด - NOUN),(ทำให้ - VERB),14
, , ,(แห่ง - NOUN),(มาก - ADV),7,(วัด - NOUN),(ผิดหวัง - VERB),15
, , ,(สถาปัตยกรรม - NOUN),(มาก - ADV),4,(วัด - NOUN),(สวยงาม - VERB),18
, , ,(เยี่ยม - NOUN),(แต่ละ - ADV),26,(วัด - NOUN),(พร้อม - VERB),19
, , ,(วัด - NOUN),(แต่ละ - ADV),24,(วัด - NOUN),(ตกแต่ง - VERB),21
, , ,(แห่ง - NOUN),(แต่ละ - ADV),21,(วัด - NOUN),(หรูหรา - VERB),23
, , ,(ลูกชาย - NOUN),(แต่ละ - ADV),18,(โบสถ์ - NOUN),(ไป - VERB),5
, , ,(วัยรุ่น - NOUN),(แต่ละ - ADV),17,(โบสถ์ - NOUN),(เที่ยว - VERB),6
, , ,(ส่วนหนึ่ง - NOUN),(แต่ละ - ADV),12,(โบสถ์ - NOUN),(ทำให้ - VERB),12
, , ,(สถาปัตยกรรม - NOUN),(แต่ละ - ADV),10,(โบสถ์ - NOUN),(ผิดหวัง - VERB),13
, , ,(ทัวร์ - NOUN),(แต่ละ - ADV),9,(โบสถ์ - NOUN),(สวยงาม - VERB),16
, , ,(เมือง - NOUN),(แต่ละ - ADV),8,(โบสถ์ - NOUN),(พร้อม - VERB),17
, , ,(รายละเอียด - NOUN),(แต่ละ - ADV),3,(โบสถ์ - NOUN),(ตกแต่ง - VERB),19
, , ,(วัด - NOUN),(ได้ - ADV),3,(โบสถ์ - NOUN),(หรูหรา - VERB),21
, , ,(รองเท้า - NOUN),(ได้ - ADV),0,(ประเทศ - NOUN),(ไป - VERB),3
, , ,(วัด - NOUN),(ที่สุด - ADV),2,(ประเทศ - NOUN),(เที่ยว - VERB),4
, , ,(ลีก - NOUN),(ทั่ว - ADV),2,(ประเทศ - NOUN),(ทำให้ - VERB),10
, , ,(คนอื่น - NOUN),(ทั่ว - ADV),0,(ประเทศ - NOUN),(ผิดหวัง - VERB),11
, , ,(สวน - NOUN),(มาก - ADV),4,(ประเทศ - NOUN),(สวยงาม - VERB),14
, , ,(ที่จอดรถ - NOUN),(มาก - ADV),1,(ประเทศ - NOUN),(พร้อม - VERB),15
, , ,, , ,(ประเทศ - NOUN),(ตกแต่ง - VERB),17
, , ,, , ,(ประเทศ - NOUN),(หรูหรา - VERB),19
, , ,, , ,(สิ่ง - NOUN),(ทำให้ - VERB),3
, , ,, , ,(สิ่ง - NOUN),(ผิดหวัง - VERB),4
, , ,, , ,(สิ่ง - NOUN),(สวยงาม - VERB),7
, , ,, , ,(สิ่ง - NOUN),(พร้อม - VERB),8
, , ,, , ,(สิ่ง - NOUN),(ตกแต่ง - VERB),10
, , ,, , ,(สิ่ง - NOUN),(หรูหรา - VERB),12
, , ,, , ,(โครงสร้าง - NOUN),(สวยงาม - VERB),1
, , ,, , ,(โครงสร้าง - NOUN),(พร้อม - VERB),2
, , ,, , ,(โครงสร้าง - NOUN),(ตกแต่ง - VERB),4
, , ,, , ,(โครงสร้าง - NOUN),(หรูหรา - VERB),6
, , ,, , ,(การ - NOUN),(ตกแต่ง - VERB),0
, , ,, , ,(การ - NOUN),(หรูหรา - VERB),2
, , ,, , ,(วิหาร - NOUN),(งดงาม - VERB),5
, , ,, , ,(สะอาดสะอ้าน - NOUN),(งดงาม - VERB),4
, , ,, , ,(พระพุทธรูป - NOUN),(งดงาม - VERB),2
, , ,, , ,(สถานที่ - NOUN),(ดู - VERB),2
, , ,, , ,(สถานที่ - NOUN),(อยู่ - VERB),5
, , ,, , ,(สถานที่ - NOUN),(มี - VERB),8
, , ,, , ,(สถานที่ - NOUN),(มี - VERB),16
, , ,, , ,(สถานที่ - NOUN),(เข้า - VERB),18
, , ,, , ,(สถานที่ - NOUN),(จอด - VERB),19
, , ,, , ,(คุณ - NOUN),(อยู่ - VERB),0
, , ,, , ,(คุณ - NOUN),(มี - VERB),3
, , ,, , ,(คุณ - NOUN),(มี - VERB),11
, , ,, , ,(คุณ - NOUN),(เข้า - VERB),13
, , ,, , ,(คุณ - NOUN),(จอด - VERB),14
, , ,, , ,(วัด - NOUN),(มี - VERB),6
, , ,, , ,(วัด - NOUN),(เข้า - VERB),8
, , ,, , ,(วัด - NOUN),(จอด - VERB),9
, , ,, , ,(แห่ง - NOUN),(มี - VERB),4
, , ,, , ,(แห่ง - NOUN),(เข้า - VERB),6
, , ,, , ,(แห่ง - NOUN),(จอด - VERB),7
, , ,, , ,(มหาวิทยาลัย - NOUN),(มี - VERB),2
, , ,, , ,(มหาวิทยาลัย - NOUN),(เข้า - VERB),4
, , ,, , ,(มหาวิทยาลัย - NOUN),(จอด - VERB),5
, , ,, , ,(ค่าธรรมเนียม - NOUN),(เข้า - VERB),0
, , ,, , ,(ค่าธรรมเนียม - NOUN),(จอด - VERB),1
, , ,, , ,(วัด - NOUN),(มี - VERB),1
, , ,, , ,(วัด - NOUN),(มี - VERB),5
, , ,, , ,(วัด - NOUN),(ยอดเยี่ยม - VERB),8
, , ,, , ,(สีสัน - NOUN),(มี - VERB),2
, , ,, , ,(สีสัน - NOUN),(ยอดเยี่ยม - VERB),5
, , ,, , ,(สถาปัตยกรรม - NOUN),(ยอดเยี่ยม - VERB),1
, , ,, , ,(เรื่องราว - NOUN),(ได้รับ - VERB),2
, , ,, , ,(เรื่องราว - NOUN),(ทาสี - VERB),4
, , ,, , ,(ชีวิต - NOUN),(ได้รับ - VERB),1
, , ,, , ,(ชีวิต - NOUN),(ทาสี - VERB),3
, , ,, , ,(การ - NOUN),(ทาสี - VERB),0
, , ,, , ,(สาวก - NOUN),(ที่นั่น - VERB),0
, , ,, , ,(วัด - NOUN),(สวยงาม - VERB),1
, , ,, , ,(คุณ - NOUN),(ผ่าน - VERB),1
, , ,, , ,(คุณ - NOUN),(เข้า - VERB),2
, , ,, , ,(คุณ - NOUN),(ไป - VERB),3
, , ,, , ,(วัด - NOUN),(น่าตื่นตาตื่นใจ - VERB),1
, , ,, , ,(วัด - NOUN),(ไป - VERB),8
, , ,, , ,(วัด - NOUN),(พบ - VERB),10
, , ,, , ,(วัด - NOUN),(น่าตื่นเต้น - VERB),13
, , ,, , ,(พุทธศาสนา - NOUN),(ไป - VERB),7
, , ,, , ,(พุทธศาสนา - NOUN),(พบ - VERB),9
, , ,, , ,(พุทธศาสนา - NOUN),(น่าตื่นเต้น - VERB),12
, , ,, , ,(แห่ง - NOUN),(ไป - VERB),6
, , ,, , ,(แห่ง - NOUN),(พบ - VERB),8
, , ,, , ,(แห่ง - NOUN),(น่าตื่นเต้น - VERB),11
, , ,, , ,(แห่ง - NOUN),(ไป - VERB),3
, , ,, , ,(แห่ง - NOUN),(พบ - VERB),5
, , ,, , ,(แห่ง - NOUN),(น่าตื่นเต้น - VERB),8
, , ,, , ,(การ - NOUN),(มา - VERB),0
, , ,, , ,(การ - NOUN),(เที่ยว - VERB),1
, , ,, , ,(ตอน - NOUN),(ร้อนแรง - VERB),4
, , ,, , ,(เที่ยงวัน - NOUN),(ร้อนแรง - VERB),3
, , ,, , ,(สถานที่ - NOUN),(ดี - VERB),1
, , ,, , ,(การ - NOUN),(เยี่ยม - VERB),0
, , ,, , ,(การ - NOUN),(ชม - VERB),1
, , ,, , ,(วัด - NOUN),(สวยงาม - VERB),1
, , ,, , ,(วัด - NOUN),(เป็น - VERB),4
, , ,, , ,(วัด - NOUN),(เรียนรู้ - VERB),10
, , ,, , ,(โอกาส - NOUN),(เรียนรู้ - VERB),4
, , ,, , ,(น่าอัศจรรย์ - NOUN),(เรียนรู้ - VERB),2
, , ,, , ,(การ - NOUN),(เรียนรู้ - VERB),0
, , ,, , ,(กิจกรรม - NOUN),(ควรค่า - VERB),2
, , ,, , ,(กิจกรรม - NOUN),(เยี่ยม - VERB),5
, , ,, , ,(กิจกรรม - NOUN),(ชม - VERB),6
, , ,, , ,(กิจกรรม - NOUN),(รวม - VERB),9
, , ,, , ,(ฟรี - NOUN),(ควรค่า - VERB),1
, , ,, , ,(ฟรี - NOUN),(เยี่ยม - VERB),4
, , ,, , ,(ฟรี - NOUN),(ชม - VERB),5
, , ,, , ,(ฟรี - NOUN),(รวม - VERB),8
, , ,, , ,(การ - NOUN),(เยี่ยม - VERB),0
, , ,, , ,(การ - NOUN),(ชม - VERB),1
, , ,, , ,(การ - NOUN),(รวม - VERB),4
, , ,, , ,(ดาว - NOUN),(สวยงาม - VERB),5
, , ,, , ,(ดาว - NOUN),(หมายถึง - VERB),10
, , ,, , ,(บริเวณ - NOUN),(สวยงาม - VERB),2
, , ,, , ,(บริเวณ - NOUN),(หมายถึง - VERB),7
, , ,, , ,(วัด - NOUN),(สวยงาม - VERB),1
, , ,, , ,(วัด - NOUN),(หมายถึง - VERB),6
, , ,, , ,(สิ่ง - NOUN),(หมายถึง - VERB),2
, , ,, , ,(ผู้คน - NOUN),(วิ่ง - VERB),1
, , ,, , ,(ผู้คน - NOUN),(วน - VERB),2
, , ,, , ,(ผู้คน - NOUN),(ไป - VERB),3
, , ,, , ,(ผู้คน - NOUN),(รอบๆ - VERB),4
, , ,, , ,(ดอกไม้ไฟ - NOUN),(ดัง - VERB),1
, , ,, , ,(ดอกไม้ไฟ - NOUN),(ทำให้ - VERB),5
, , ,, , ,(ดอกไม้ไฟ - NOUN),(ตกใจ - VERB),7
, , ,, , ,(ดอกไม้ไฟ - NOUN),(ได้ยิน - VERB),12
, , ,, , ,(คุณ - NOUN),(ตกใจ - VERB),0
, , ,, , ,(คุณ - NOUN),(ได้ยิน - VERB),5
, , ,, , ,(ครั้งแรก - NOUN),(ได้ยิน - VERB),2
, , ,, , ,(คุณ - NOUN),(ได้ยิน - VERB),0
, , ,, , ,(เกือบจะ - NOUN),(ขัดแย้ง - VERB),0
, , ,, , ,(สถานที่ - NOUN),(เป็น - VERB),4
, , ,, , ,(สถานที่ - NOUN),(เหมือน - VERB),5
, , ,, , ,(สถานที่ - NOUN),(เข้าสู่ - VERB),7
, , ,, , ,(แห่ง - NOUN),(เป็น - VERB),3
, , ,, , ,(แห่ง - NOUN),(เหมือน - VERB),4
, , ,, , ,(แห่ง - NOUN),(เข้าสู่ - VERB),6
, , ,, , ,(สงบสุข - NOUN),(เป็น - VERB),1
, , ,, , ,(สงบสุข - NOUN),(เหมือน - VERB),2
, , ,, , ,(สงบสุข - NOUN),(เข้าสู่ - VERB),4
, , ,, , ,(คุณ - NOUN),(เข้าสู่ - VERB),0
, , ,, , ,(พระ - NOUN),(ใจดี - VERB),1
, , ,, , ,(พระ - NOUN),(สวด - VERB),5
, , ,, , ,(พระ - NOUN),(ภาวนา - VERB),6
, , ,, , ,(ความ - NOUN),(ยินดี - VERB),0
, , ,, , ,(ความ - NOUN),(เห็น - VERB),3
, , ,, , ,(รายการ - NOUN),(ฟรี - VERB),0
, , ,, , ,(ผ้าคลุมไหล่ - NOUN),(มี - VERB),0
, , ,, , ,(ผ้าคลุมไหล่ - NOUN),(เข้า - VERB),3
, , ,, , ,(รองเท้า - NOUN),(เดิน - VERB),0
, , ,, , ,(รองเท้า - NOUN),(เท้าเปล่า - VERB),1
, , ,, , ,(ข้าง - NOUN),(ออก - VERB),4
, , ,, , ,(คน - NOUN),(ออก - VERB),0
, , ,, , ,(คุณ - NOUN),(มา - VERB),0
, , ,, , ,(คุณ - NOUN),(รัก - VERB),6
, , ,, , ,(ประเทศ - NOUN),(รัก - VERB),4
, , ,, , ,(คุณ - NOUN),(รัก - VERB),1
, , ,, , ,(วัด - NOUN),(น่าตื่นตาตื่นใจ - VERB),1
, , ,, , ,(พระพุทธรูป - NOUN),(ดูเหมือน - VERB),0
, , ,, , ,(สถานที่ - NOUN),(ท่อง - VERB),3
, , ,, , ,(สถานที่ - NOUN),(ไป - VERB),4
, , ,, , ,(วัฒนธรรม - NOUN),(นั่ง - VERB),7
, , ,, , ,(วัฒนธรรม - NOUN),(แท็กซี่ - VERB),8
, , ,, , ,(แบบ - NOUN),(นั่ง - VERB),6
, , ,, , ,(แบบ - NOUN),(แท็กซี่ - VERB),7
, , ,, , ,(ภูเก็ต - NOUN),(นั่ง - VERB),3
, , ,, , ,(ภูเก็ต - NOUN),(แท็กซี่ - VERB),4
, , ,, , ,(วัด - NOUN),(รอ - VERB),1
, , ,, , ,(วัด - NOUN),(ไป - VERB),2
, , ,, , ,(วัด - NOUN),(เช็ค - VERB),7
, , ,, , ,(เมือง - NOUN),(เช็ค - VERB),3
, , ,, , ,(ภูเก็ต - NOUN),(เช็ค - VERB),2
, , ,, , ,(บริเวณ - NOUN),(มี - VERB),1
, , ,, , ,(บริเวณ - NOUN),(ตกแต่ง - VERB),3
, , ,, , ,(บริเวณ - NOUN),(ดู - VERB),7
, , ,, , ,(วัด - NOUN),(มี - VERB),0
, , ,, , ,(วัด - NOUN),(ตกแต่ง - VERB),2
, , ,, , ,(วัด - NOUN),(ดู - VERB),6
, , ,, , ,(การ - NOUN),(ตกแต่ง - VERB),0
, , ,, , ,(การ - NOUN),(ดู - VERB),4
, , ,, , ,(สถานที่ - NOUN),(มี - VERB),1
, , ,, , ,(สถานที่ - NOUN),(น่ารัก - VERB),4
, , ,, , ,(สถานที่ - NOUN),(ใส่ใจ - VERB),5
, , ,, , ,(สถานที่ - NOUN),(ขอ - VERB),9
, , ,, , ,(สถานที่ - NOUN),(แนะนำ - VERB),10
, , ,, , ,(ความรู้สึก - NOUN),(น่ารัก - VERB),1
, , ,, , ,(ความรู้สึก - NOUN),(ใส่ใจ - VERB),2
, , ,, , ,(ความรู้สึก - NOUN),(ขอ - VERB),6
, , ,, , ,(ความรู้สึก - NOUN),(แนะนำ - VERB),7
, , ,, , ,(รายละเอียด - NOUN),(ขอ - VERB),2
, , ,, , ,(รายละเอียด - NOUN),(แนะนำ - VERB),3
, , ,, , ,(วัด - NOUN),(ขอ - VERB),0
, , ,, , ,(วัด - NOUN),(แนะนำ - VERB),1
, , ,, , ,(ทัวร์ - NOUN),(เกาะ - VERB),0
, , ,, , ,(ส่วนหนึ่ง - NOUN),(เดินทาง - VERB),2
, , ,, , ,(กำหนดการ - NOUN),(เดินทาง - VERB),0
, , ,, , ,(คุณ - NOUN),(รู้ - VERB),0
, , ,, , ,(คุณ - NOUN),(มี - VERB),4
, , ,, , ,(คุณ - NOUN),(มี - VERB),12
, , ,, , ,(คุณ - NOUN),(เดินทาง - VERB),16
, , ,, , ,(คุณ - NOUN),(ไป - VERB),17
, , ,, , ,(คุณ - NOUN),(เยี่ยม - VERB),18
, , ,, , ,(คุณ - NOUN),(ชม - VERB),19
, , ,, , ,(คุณ - NOUN),(ทำให้ - VERB),25
, , ,, , ,(คุณ - NOUN),(แน่ใจ - VERB),26
, , ,, , ,(คุณ - NOUN),(ไป - VERB),30
, , ,, , ,(คุณ - NOUN),(วัด - VERB),31
, , ,, , ,(คุณ - NOUN),(นั่ง - VERB),33
, , ,, , ,(ประชากร - NOUN),(มี - VERB),6
, , ,, , ,(ประชากร - NOUN),(เดินทาง - VERB),10
, , ,, , ,(ประชากร - NOUN),(ไป - VERB),11
, , ,, , ,(ประชากร - NOUN),(เยี่ยม - VERB),12
, , ,, , ,(ประชากร - NOUN),(ชม - VERB),13
, , ,, , ,(ประชากร - NOUN),(ทำให้ - VERB),19
, , ,, , ,(ประชากร - NOUN),(แน่ใจ - VERB),20
, , ,, , ,(ประชากร - NOUN),(ไป - VERB),24
, , ,, , ,(ประชากร - NOUN),(วัด - VERB),25
, , ,, , ,(ประชากร - NOUN),(นั่ง - VERB),27
, , ,, , ,(เก้า - NOUN),(มี - VERB),4
, , ,, , ,(เก้า - NOUN),(เดินทาง - VERB),8
, , ,, , ,(เก้า - NOUN),(ไป - VERB),9
, , ,, , ,(เก้า - NOUN),(เยี่ยม - VERB),10
, , ,, , ,(เก้า - NOUN),(ชม - VERB),11
, , ,, , ,(เก้า - NOUN),(ทำให้ - VERB),17
, , ,, , ,(เก้า - NOUN),(แน่ใจ - VERB),18
, , ,, , ,(เก้า - NOUN),(ไป - VERB),22
, , ,, , ,(เก้า - NOUN),(วัด - VERB),23
, , ,, , ,(เก้า - NOUN),(นั่ง - VERB),25
, , ,, , ,(ล้าน - NOUN),(มี - VERB),3
, , ,, , ,(ล้าน - NOUN),(เดินทาง - VERB),7
, , ,, , ,(ล้าน - NOUN),(ไป - VERB),8
, , ,, , ,(ล้าน - NOUN),(เยี่ยม - VERB),9
, , ,, , ,(ล้าน - NOUN),(ชม - VERB),10
, , ,, , ,(ล้าน - NOUN),(ทำให้ - VERB),16
, , ,, , ,(ล้าน - NOUN),(แน่ใจ - VERB),17
, , ,, , ,(ล้าน - NOUN),(ไป - VERB),21
, , ,, , ,(ล้าน - NOUN),(วัด - VERB),22
, , ,, , ,(ล้าน - NOUN),(นั่ง - VERB),24
, , ,, , ,(คนใน - NOUN),(มี - VERB),2
, , ,, , ,(คนใน - NOUN),(เดินทาง - VERB),6
, , ,, , ,(คนใน - NOUN),(ไป - VERB),7
, , ,, , ,(คนใน - NOUN),(เยี่ยม - VERB),8
, , ,, , ,(คนใน - NOUN),(ชม - VERB),9
, , ,, , ,(คนใน - NOUN),(ทำให้ - VERB),15
, , ,, , ,(คนใน - NOUN),(แน่ใจ - VERB),16
, , ,, , ,(คนใน - NOUN),(ไป - VERB),20
, , ,, , ,(คนใน - NOUN),(วัด - VERB),21
, , ,, , ,(คนใน - NOUN),(นั่ง - VERB),23
, , ,, , ,(เมือง - NOUN),(มี - VERB),1
, , ,, , ,(เมือง - NOUN),(เดินทาง - VERB),5
, , ,, , ,(เมือง - NOUN),(ไป - VERB),6
, , ,, , ,(เมือง - NOUN),(เยี่ยม - VERB),7
, , ,, , ,(เมือง - NOUN),(ชม - VERB),8
, , ,, , ,(เมือง - NOUN),(ทำให้ - VERB),14
, , ,, , ,(เมือง - NOUN),(แน่ใจ - VERB),15
, , ,, , ,(เมือง - NOUN),(ไป - VERB),19
, , ,, , ,(เมือง - NOUN),(วัด - VERB),20
, , ,, , ,(เมือง - NOUN),(นั่ง - VERB),22
, , ,, , ,(ศาสนา - NOUN),(เดินทาง - VERB),2
, , ,, , ,(ศาสนา - NOUN),(ไป - VERB),3
, , ,, , ,(ศาสนา - NOUN),(เยี่ยม - VERB),4
, , ,, , ,(ศาสนา - NOUN),(ชม - VERB),5
, , ,, , ,(ศาสนา - NOUN),(ทำให้ - VERB),11
, , ,, , ,(ศาสนา - NOUN),(แน่ใจ - VERB),12
, , ,, , ,(ศาสนา - NOUN),(ไป - VERB),16
, , ,, , ,(ศาสนา - NOUN),(วัด - VERB),17
, , ,, , ,(ศาสนา - NOUN),(นั่ง - VERB),19
, , ,, , ,(วัด - NOUN),(ทำให้ - VERB),4
, , ,, , ,(วัด - NOUN),(แน่ใจ - VERB),5
, , ,, , ,(วัด - NOUN),(ไป - VERB),9
, , ,, , ,(วัด - NOUN),(วัด - VERB),10
, , ,, , ,(วัด - NOUN),(นั่ง - VERB),12
, , ,, , ,(พระราชวัง - NOUN),(ทำให้ - VERB),2
, , ,, , ,(พระราชวัง - NOUN),(แน่ใจ - VERB),3
, , ,, , ,(พระราชวัง - NOUN),(ไป - VERB),7
, , ,, , ,(พระราชวัง - NOUN),(วัด - VERB),8
, , ,, , ,(พระราชวัง - NOUN),(นั่ง - VERB),10
