noun,adj,distance,noun,adv,distance,noun,verb,distance
, , ,(สถานที่ - NOUN),(ขึ้น - ADV),15,(นาที - NOUN),(ไป - VERB),1
, , ,(สถานที่ - NOUN),(ไป - ADV),16,(นาที - NOUN),(สวยงาม - VERB),7
, , ,(การ - NOUN),(บาง - ADV),5,(จุดสูงสุด - NOUN),(สวยงาม - VERB),3
, , ,(การ - NOUN),(ขึ้น - ADV),11,(จุด - NOUN),(สวยงาม - VERB),1
, , ,(การ - NOUN),(ไป - ADV),12,(น้ำ - NOUN),(มา - VERB),0
, , ,(โปรดทราบ - NOUN),(บาง - ADV),3,(น้ำ - NOUN),(เหนื่อย - VERB),5
, , ,(โปรดทราบ - NOUN),(ขึ้น - ADV),9,(น้ำ - NOUN),(โปรด - VERB),7
, , ,(โปรดทราบ - NOUN),(ไป - ADV),10,(น้ำ - NOUN),(รักษา - VERB),8
, , ,(บันได - NOUN),(บาง - ADV),0,(น้ำ - NOUN),(สะอาด - VERB),12
, , ,(บันได - NOUN),(ขึ้น - ADV),6,(น้ำ - NOUN),(เตือน - VERB),14
, , ,(บันได - NOUN),(ไป - ADV),7,(สถานที่ - NOUN),(สะอาด - VERB),2
, , ,(อย่าง - NOUN),(ขึ้น - ADV),4,(สถานที่ - NOUN),(เตือน - VERB),4
, , ,(อย่าง - NOUN),(ไป - ADV),5,(จุด - NOUN),(ดี - VERB),1
, , ,(คุณ - NOUN),(ขึ้น - ADV),2,(จุด - NOUN),(ชม - VERB),5
, , ,(คุณ - NOUN),(ไป - ADV),3,(จุด - NOUN),(ตก - VERB),7
, , ,(สถานที่ - NOUN),(ยาก - ADV),4,(การ - NOUN),(ชม - VERB),0
, , ,(ที่จอดรถ - NOUN),(ยาก - ADV),0,(การ - NOUN),(ตก - VERB),2
, , ,(นักแสดง - NOUN),(กี่ - ADV),2,(พระอาทิตย์ - NOUN),(ตก - VERB),0
, , ,(ข้างถนน - NOUN),(กี่ - ADV),1,(สถานที่ - NOUN),(แออัด - VERB),1
, , ,(กล้อง - NOUN),(ที่นี่ - ADV),6,(สถานที่ - NOUN),(พบ - VERB),9
, , ,(คุณ - NOUN),(ที่นี่ - ADV),4,(สถานที่ - NOUN),(ยาก - VERB),12
, , ,(คุณ - NOUN),(ที่นี่ - ADV),2,(สถานที่ - NOUN),(หา - VERB),15
, , ,(จุด - NOUN),(ที่สุด - ADV),2,(เวลา - NOUN),(พบ - VERB),3
, , ,(วิธี - NOUN),(กว่า - ADV),2,(เวลา - NOUN),(ยาก - VERB),6
, , ,(สถานที่ - NOUN),(มาก - ADV),2,(เวลา - NOUN),(หา - VERB),9
, , ,(สถานที่ - NOUN),(มาก - ADV),5,(คุณ - NOUN),(พบ - VERB),1
, , ,(คุณ - NOUN),(มาก - ADV),5,(คุณ - NOUN),(ยาก - VERB),4
, , ,(มุมมอง - NOUN),(มาก - ADV),2,(คุณ - NOUN),(หา - VERB),7
, , ,(คุณ - NOUN),(มาก - ADV),8,(ผู้คน - NOUN),(อยู่ - VERB),0
, , ,(วิดีโอ - NOUN),(มาก - ADV),4,(ผู้คน - NOUN),(ดู - VERB),3
, , ,(น่าตื่นตาตื่นใจ - NOUN),(มาก - ADV),2,(สถานที่ - NOUN),(สวยงาม - VERB),1
, , ,(บริเวณ - NOUN),(มาก - ADV),3,(คุณ - NOUN),(เห็น - VERB),1
, , ,(บริเวณ - NOUN),(มาก - ADV),6,(คุณ - NOUN),(เขียวขจี - VERB),11
, , ,(วิว - NOUN),(มาก - ADV),1,(คุณ - NOUN),(ลืม - VERB),16
, , ,(วิว - NOUN),(มาก - ADV),4,(คุณ - NOUN),(ใช้ - VERB),19
, , ,(สถานที่ - NOUN),(ที่สุด - ADV),2,(คุณ - NOUN),(ไป - VERB),22
, , ,(สถานที่ - NOUN),(ที่นั่น - ADV),11,(ทิวทัศน์ - NOUN),(เขียวขจี - VERB),8
, , ,(คุณ - NOUN),(ที่นั่น - ADV),1,(ทิวทัศน์ - NOUN),(ลืม - VERB),13
, , ,(เวลา - NOUN),(ประมาณ - ADV),0,(ทิวทัศน์ - NOUN),(ใช้ - VERB),16
, , ,(สถานที่ - NOUN),(เสมอ - ADV),3,(ทิวทัศน์ - NOUN),(ไป - VERB),19
, , ,(นักท่องเที่ยว - NOUN),(เสมอ - ADV),0,(มหาสมุทร - NOUN),(เขียวขจี - VERB),4
, , ,(สถานที่ - NOUN),(ที่สุด - ADV),1,(มหาสมุทร - NOUN),(ลืม - VERB),9
, , ,(วิว - NOUN),(มาก - ADV),1,(มหาสมุทร - NOUN),(ใช้ - VERB),12
, , ,(สถานที่ - NOUN),(เพียง - ADV),12,(มหาสมุทร - NOUN),(ไป - VERB),15
, , ,(ภาพ - NOUN),(เพียง - ADV),8,(ชายหาด - NOUN),(เขียวขจี - VERB),3
, , ,(คู่รัก - NOUN),(เพียง - ADV),7,(ชายหาด - NOUN),(ลืม - VERB),8
, , ,(โรแมนติก - NOUN),(เพียง - ADV),5,(ชายหาด - NOUN),(ใช้ - VERB),11
, , ,(การ - NOUN),(เพียง - ADV),1,(ชายหาด - NOUN),(ไป - VERB),14
, , ,(พระอาทิตย์ - NOUN),(เกินไป - ADV),3,(เนินเขา - NOUN),(เขียวขจี - VERB),2
, , ,(คุณ - NOUN),(ทุก - ADV),3,(เนินเขา - NOUN),(ลืม - VERB),7
, , ,(คุณ - NOUN),(อยู่ - ADV),6,(เนินเขา - NOUN),(ใช้ - VERB),10
, , ,(วันที่ - NOUN),(อยู่ - ADV),1,(เนินเขา - NOUN),(ไป - VERB),13
, , ,(คุณ - NOUN),(อยู่ - ADV),0,(ความ - NOUN),(เขียวขจี - VERB),0
, , ,, , ,(ความ - NOUN),(ลืม - VERB),5
, , ,, , ,(ความ - NOUN),(ใช้ - VERB),8
, , ,, , ,(ความ - NOUN),(ไป - VERB),11
, , ,, , ,(รอบ - NOUN),(ลืม - VERB),2
, , ,, , ,(รอบ - NOUN),(ใช้ - VERB),5
, , ,, , ,(รอบ - NOUN),(ไป - VERB),8
, , ,, , ,(กล้อง - NOUN),(ไป - VERB),1
, , ,, , ,(การ - NOUN),(ขนส่ง - VERB),0
, , ,, , ,(การ - NOUN),(เป็น - VERB),1
, , ,, , ,(การ - NOUN),(กลับ - VERB),7
, , ,, , ,(คุณ - NOUN),(อยู่ - VERB),0
, , ,, , ,(ผู้สูงอายุ - NOUN),(ระวัง - VERB),2
, , ,, , ,(บาท - NOUN),(มี - VERB),0
, , ,, , ,(บาท - NOUN),(มี - VERB),7
, , ,, , ,(ห้องน้ำ - NOUN),(มี - VERB),5
, , ,, , ,(ข้ามถนน - NOUN),(มี - VERB),1
, , ,, , ,(ถนน - NOUN),(คดเคี้ยว - VERB),1
, , ,, , ,(ถนน - NOUN),(ไป - VERB),2
, , ,, , ,(ถนน - NOUN),(ดื่ม - VERB),10
, , ,, , ,(ถนน - NOUN),(ด้านบน - VERB),12
, , ,, , ,(ถนน - NOUN),(ถูกต้อง - VERB),17
, , ,, , ,(ถนน - NOUN),(เห็น - VERB),21
, , ,, , ,(ถนน - NOUN),(ทำ - VERB),24
, , ,, , ,(จุด - NOUN),(ดื่ม - VERB),5
, , ,, , ,(จุด - NOUN),(ด้านบน - VERB),7
, , ,, , ,(จุด - NOUN),(ถูกต้อง - VERB),12
, , ,, , ,(จุด - NOUN),(เห็น - VERB),16
, , ,, , ,(จุด - NOUN),(ทำ - VERB),19
, , ,, , ,(กังหันลม - NOUN),(ดื่ม - VERB),4
, , ,, , ,(กังหันลม - NOUN),(ด้านบน - VERB),6
, , ,, , ,(กังหันลม - NOUN),(ถูกต้อง - VERB),11
, , ,, , ,(กังหันลม - NOUN),(เห็น - VERB),15
, , ,, , ,(กังหันลม - NOUN),(ทำ - VERB),18
, , ,, , ,(คุณ - NOUN),(ดื่ม - VERB),1
, , ,, , ,(คุณ - NOUN),(ด้านบน - VERB),3
, , ,, , ,(คุณ - NOUN),(ถูกต้อง - VERB),8
, , ,, , ,(คุณ - NOUN),(เห็น - VERB),12
, , ,, , ,(คุณ - NOUN),(ทำ - VERB),15
, , ,, , ,(สายลม - NOUN),(ถูกต้อง - VERB),1
, , ,, , ,(สายลม - NOUN),(เห็น - VERB),5
, , ,, , ,(สายลม - NOUN),(ทำ - VERB),8
, , ,, , ,(คุณ - NOUN),(เห็น - VERB),2
, , ,, , ,(คุณ - NOUN),(ทำ - VERB),5
, , ,, , ,(พารา - NOUN),(ทำ - VERB),1
, , ,, , ,(เซล - NOUN),(ทำ - VERB),0
, , ,, , ,(มุมมอง - NOUN),(ดี - VERB),1
, , ,, , ,(จุด - NOUN),(ดี - VERB),2
, , ,, , ,(ถ่ายภาพ - NOUN),(ดี - VERB),1
, , ,, , ,(ช่วง - NOUN),(เดินทาง - VERB),2
, , ,, , ,(ช่วง - NOUN),(ดี - VERB),4
, , ,, , ,(ช่วง - NOUN),(ไป - VERB),5
, , ,, , ,(ช่วง - NOUN),(ทำได้ - VERB),12
, , ,, , ,(ระยะ - NOUN),(เดินทาง - VERB),1
, , ,, , ,(ระยะ - NOUN),(ดี - VERB),3
, , ,, , ,(ระยะ - NOUN),(ไป - VERB),4
, , ,, , ,(ระยะ - NOUN),(ทำได้ - VERB),11
, , ,, , ,(การ - NOUN),(เดินทาง - VERB),0
, , ,, , ,(การ - NOUN),(ดี - VERB),2
, , ,, , ,(การ - NOUN),(ไป - VERB),3
, , ,, , ,(การ - NOUN),(ทำได้ - VERB),10
, , ,, , ,(ขอบ - NOUN),(ทำได้ - VERB),4
, , ,, , ,(ภูเขา - NOUN),(ทำได้ - VERB),2
, , ,, , ,(พระอาทิตย์ - NOUN),(ตก - VERB),0
, , ,, , ,(พระอาทิตย์ - NOUN),(น่าตื่นตาตื่นใจ - VERB),2
, , ,, , ,(พระอาทิตย์ - NOUN),(ใช้ - VERB),3
, , ,, , ,(พระอาทิตย์ - NOUN),(เดิน - VERB),5
, , ,, , ,(เวลา - NOUN),(เดิน - VERB),0
, , ,, , ,(นาที - NOUN),(สวยงาม - VERB),3
, , ,, , ,(นาที - NOUN),(ไป - VERB),5
, , ,, , ,(เส้นทาง - NOUN),(สวยงาม - VERB),1
, , ,, , ,(เส้นทาง - NOUN),(ไป - VERB),3
, , ,, , ,(ร้านอาหาร - NOUN),(ดี - VERB),1
, , ,, , ,(พรหม - NOUN),(สงบ - VERB),2
, , ,, , ,(เทพ - NOUN),(สงบ - VERB),1
, , ,, , ,(คุณ - NOUN),(นั่ง - VERB),1
, , ,, , ,(คุณ - NOUN),(เป็น - VERB),3
, , ,, , ,(คุณ - NOUN),(ตก - VERB),10
, , ,, , ,(เวลา - NOUN),(ตก - VERB),5
, , ,, , ,(ชั่วโมง - NOUN),(ตก - VERB),3
, , ,, , ,(ชม - NOUN),(ตก - VERB),1
, , ,, , ,(พระอาทิตย์ - NOUN),(ตก - VERB),0
, , ,, , ,(คุณ - NOUN),(เห็น - VERB),1
, , ,, , ,(สถานที่ - NOUN),(เยี่ยม - VERB),3
, , ,, , ,(สถานที่ - NOUN),(ชม - VERB),4
, , ,, , ,(สถานที่ - NOUN),(อยู่ - VERB),6
, , ,, , ,(จุด - NOUN),(ชม - VERB),0
, , ,, , ,(จุด - NOUN),(สวย - VERB),3
, , ,, , ,(วิว - NOUN),(สวย - VERB),1
, , ,, , ,(พระอาทิตย์ - NOUN),(น่าตื่นตาตื่นใจ - VERB),2
, , ,, , ,(ตกดิน - NOUN),(น่าตื่นตาตื่นใจ - VERB),1
, , ,, , ,(บริเวณ - NOUN),(มี - VERB),3
, , ,, , ,(บริเวณ - NOUN),(แตกต่าง - VERB),6
, , ,, , ,(ด้าน - NOUN),(มี - VERB),0
, , ,, , ,(ด้าน - NOUN),(แตกต่าง - VERB),3
, , ,, , ,(มุมมอง - NOUN),(แตกต่าง - VERB),1
, , ,, , ,(คนขับรถ - NOUN),(พา - VERB),4
, , ,, , ,(คนขับรถ - NOUN),(ไป - VERB),6
, , ,, , ,(คนขับรถ - NOUN),(รอบๆ - VERB),7
, , ,, , ,(ชั่วโมง - NOUN),(พา - VERB),1
, , ,, , ,(ชั่วโมง - NOUN),(ไป - VERB),3
, , ,, , ,(ชั่วโมง - NOUN),(รอบๆ - VERB),4
, , ,, , ,(ค่าเงิน - NOUN),(พา - VERB),2
, , ,, , ,(ค่าเงิน - NOUN),(ไป - VERB),4
, , ,, , ,(เขา - NOUN),(พา - VERB),0
, , ,, , ,(เขา - NOUN),(ไป - VERB),2
, , ,, , ,(วิว - NOUN),(เงียบสงบ - VERB),2
, , ,, , ,(วิว - NOUN),(มี - VERB),4
, , ,, , ,(วิว - NOUN),(มี - VERB),7
, , ,, , ,(ยอดเยี่ยม - NOUN),(เงียบสงบ - VERB),1
, , ,, , ,(ยอดเยี่ยม - NOUN),(มี - VERB),3
, , ,, , ,(ยอดเยี่ยม - NOUN),(มี - VERB),6
, , ,, , ,(ร้านค้า - NOUN),(มี - VERB),1
, , ,, , ,(คน - NOUN),(สูบบุหรี่ - VERB),1
, , ,, , ,(คน - NOUN),(เป็น - VERB),3
, , ,, , ,(มุมมอง - NOUN),(สวยงาม - VERB),1
, , ,, , ,(มุมมอง - NOUN),(ไป - VERB),5
, , ,, , ,(มุมมอง - NOUN),(ดู - VERB),8
, , ,, , ,(นักท่องเที่ยว - NOUN),(อยู่ - VERB),2
, , ,, , ,(จำนวน - NOUN),(อยู่ - VERB),1
, , ,, , ,(จุด - NOUN),(ดี - VERB),3
, , ,, , ,(จุด - NOUN),(ได้รับ - VERB),6
, , ,, , ,(จุด - NOUN),(เพลิดเพลิน - VERB),12
, , ,, , ,(แวะ - NOUN),(ดี - VERB),2
, , ,, , ,(แวะ - NOUN),(ได้รับ - VERB),5
, , ,, , ,(แวะ - NOUN),(เพลิดเพลิน - VERB),11
, , ,, , ,(พัก - NOUN),(ดี - VERB),1
, , ,, , ,(พัก - NOUN),(ได้รับ - VERB),4
, , ,, , ,(พัก - NOUN),(เพลิดเพลิน - VERB),10
, , ,, , ,(ภาพ - NOUN),(เพลิดเพลิน - VERB),4
, , ,, , ,(ภาพ - NOUN),(เพลิดเพลิน - VERB),1
, , ,, , ,(ร้านอาหาร - NOUN),(หา - VERB),4
, , ,, , ,(ฝั่ง - NOUN),(หา - VERB),3
, , ,, , ,(ถนน - NOUN),(หา - VERB),1
, , ,, , ,(แท็กซี่ - NOUN),(ดี - VERB),2
, , ,, , ,(แท็กซี่ - NOUN),(รอ - VERB),5
, , ,, , ,(แท็กซี่ - NOUN),(เสี่ยง - VERB),7
, , ,, , ,(แท็กซี่ - NOUN),(เกิน - VERB),8
, , ,, , ,(แท็กซี่ - NOUN),(คาด - VERB),11
, , ,, , ,(ที่ - NOUN),(คาด - VERB),0
, , ,, , ,(บริเวณ - NOUN),(เหมาะ - VERB),1
, , ,, , ,(บริเวณ - NOUN),(ที่อยู่ - VERB),6
, , ,, , ,(บริเวณ - NOUN),(ด้านบน - VERB),7
, , ,, , ,(บริเวณ - NOUN),(เดิน - VERB),10
, , ,, , ,(บริเวณ - NOUN),(ไป - VERB),19
, , ,, , ,(บริเวณ - NOUN),(เพลิดเพลิน - VERB),25
, , ,, , ,(ครอบครัว - NOUN),(ที่อยู่ - VERB),2
, , ,, , ,(ครอบครัว - NOUN),(ด้านบน - VERB),3
, , ,, , ,(ครอบครัว - NOUN),(เดิน - VERB),6
, , ,, , ,(ครอบครัว - NOUN),(ไป - VERB),15
, , ,, , ,(ครอบครัว - NOUN),(เพลิดเพลิน - VERB),21
, , ,, , ,(รูปถ่าย - NOUN),(ที่อยู่ - VERB),0
, , ,, , ,(รูปถ่าย - NOUN),(ด้านบน - VERB),1
, , ,, , ,(รูปถ่าย - NOUN),(เดิน - VERB),4
, , ,, , ,(รูปถ่าย - NOUN),(ไป - VERB),13
, , ,, , ,(รูปถ่าย - NOUN),(เพลิดเพลิน - VERB),19
, , ,, , ,(นาที - NOUN),(ไป - VERB),3
, , ,, , ,(นาที - NOUN),(เพลิดเพลิน - VERB),9
, , ,, , ,(จุด - NOUN),(เพลิดเพลิน - VERB),3
, , ,, , ,(คุณ - NOUN),(เพลิดเพลิน - VERB),1
, , ,, , ,(น่าเศร้า - NOUN),(มี - VERB),0
, , ,, , ,(น่าเศร้า - NOUN),(เพิ่ม - VERB),2
, , ,, , ,(น่าเศร้า - NOUN),(รับ - VERB),9
, , ,, , ,(เศษขยะ - NOUN),(เพิ่ม - VERB),0
, , ,, , ,(เศษขยะ - NOUN),(รับ - VERB),7
, , ,, , ,(คุณ - NOUN),(ใช้ - VERB),1
, , ,, , ,(คุณ - NOUN),(ไป - VERB),5
, , ,, , ,(คุณ - NOUN),(ที่นั่น - VERB),6
, , ,, , ,(คุณ - NOUN),(เพลิดเพลิน - VERB),8
, , ,, , ,(คุณ - NOUN),(ไป - VERB),9
, , ,, , ,(คุณ - NOUN),(เดินทาง - VERB),12
, , ,, , ,(คุณ - NOUN),(ได้รับ - VERB),19
, , ,, , ,(คุณ - NOUN),(เพลิดเพลิน - VERB),26
, , ,, , ,(คุณ - NOUN),(เล่น - VERB),30
, , ,, , ,(จักรยาน - NOUN),(ไป - VERB),2
, , ,, , ,(จักรยาน - NOUN),(ที่นั่น - VERB),3
, , ,, , ,(จักรยาน - NOUN),(เพลิดเพลิน - VERB),5
, , ,, , ,(จักรยาน - NOUN),(ไป - VERB),6
, , ,, , ,(จักรยาน - NOUN),(เดินทาง - VERB),9
, , ,, , ,(จักรยาน - NOUN),(ได้รับ - VERB),16
, , ,, , ,(จักรยาน - NOUN),(เพลิดเพลิน - VERB),23
, , ,, , ,(จักรยาน - NOUN),(เล่น - VERB),27
, , ,, , ,(การ - NOUN),(เดินทาง - VERB),0
, , ,, , ,(การ - NOUN),(ได้รับ - VERB),7
, , ,, , ,(การ - NOUN),(เพลิดเพลิน - VERB),14
, , ,, , ,(การ - NOUN),(เล่น - VERB),18
, , ,, , ,(คุณ - NOUN),(ได้รับ - VERB),1
, , ,, , ,(คุณ - NOUN),(เพลิดเพลิน - VERB),8
, , ,, , ,(คุณ - NOUN),(เล่น - VERB),12
, , ,, , ,(บาร์ - NOUN),(เพลิดเพลิน - VERB),5
, , ,, , ,(บาร์ - NOUN),(เล่น - VERB),9
, , ,, , ,(แห่ง - NOUN),(เพลิดเพลิน - VERB),3
, , ,, , ,(แห่ง - NOUN),(เล่น - VERB),7
, , ,, , ,(หมูบ้าน - NOUN),(เพลิดเพลิน - VERB),1
, , ,, , ,(หมูบ้าน - NOUN),(เล่น - VERB),5
, , ,, , ,(เครื่องดื่ม - NOUN),(เล่น - VERB),1
, , ,, , ,(คุ้มค่า - NOUN),(ติดตาม - VERB),4
, , ,, , ,(คุ้มค่า - NOUN),(ไป - VERB),5
, , ,, , ,(ความพยายาม - NOUN),(ติดตาม - VERB),2
, , ,, , ,(ความพยายาม - NOUN),(ไป - VERB),3
, , ,, , ,(การ - NOUN),(ติดตาม - VERB),0
, , ,, , ,(การ - NOUN),(ไป - VERB),1
, , ,, , ,(ลมทะเล - NOUN),(สดชื่น - VERB),1
, , ,, , ,(กลุ่ม - NOUN),(เดินทาง - VERB),1
, , ,, , ,(กลุ่ม - NOUN),(อยู่ - VERB),6
, , ,, , ,(ชาว - NOUN),(อยู่ - VERB),3
, , ,, , ,(จีน - NOUN),(อยู่ - VERB),2
, , ,, , ,(จำนวน - NOUN),(อยู่ - VERB),1
, , ,, , ,(ภาพถ่าย - NOUN),(ถ่าย - VERB),2
, , ,, , ,(ภาพถ่าย - NOUN),(ดู - VERB),3
, , ,, , ,(ภาพถ่าย - NOUN),(เป็น - VERB),7
, , ,, , ,(ภาพถ่าย - NOUN),(เป็น - VERB),11
, , ,, , ,(ภาพถ่าย - NOUN),(ไป - VERB),18
, , ,, , ,(คุณ - NOUN),(เป็น - VERB),0
, , ,, , ,(คุณ - NOUN),(ไป - VERB),7
, , ,, , ,(เด็กผู้ชาย - NOUN),(ไป - VERB),5
, , ,, , ,(เด็ก - NOUN),(ไป - VERB),3
, , ,, , ,(ผู้หญิง - NOUN),(ไป - VERB),2
, , ,, , ,(คุณ - NOUN),(ไป - VERB),1
, , ,, , ,(ทาง - NOUN),(ไป - VERB),5
, , ,, , ,(ใต้ - NOUN),(ไป - VERB),4
, , ,, , ,(คุณ - NOUN),(ไป - VERB),1
, , ,, , ,(คุณ - NOUN),(ได้รับ - VERB),2
, , ,, , ,(คุณ - NOUN),(ได้รับ - VERB),0
, , ,, , ,(พระพุทธรูป - NOUN),(มองเห็น - VERB),3
, , ,, , ,(องค์ - NOUN),(มองเห็น - VERB),2
, , ,, , ,(น่าเสียดาย - NOUN),(พิพิธภัณฑ์ - VERB),1
, , ,, , ,(น่าเสียดาย - NOUN),(ดูเหมือน - VERB),4
, , ,, , ,(น่าเสียดาย - NOUN),(ปิด - VERB),6
, , ,, , ,(น่าเสียดาย - NOUN),(ทำ - VERB),8
, , ,, , ,(น่าเสียดาย - NOUN),(ปรับปรุง - VERB),10
, , ,, , ,(ทะเล - NOUN),(ดูเหมือน - VERB),0
, , ,, , ,(ทะเล - NOUN),(ปิด - VERB),2
, , ,, , ,(ทะเล - NOUN),(ทำ - VERB),4
, , ,, , ,(ทะเล - NOUN),(ปรับปรุง - VERB),6
, , ,, , ,(การ - NOUN),(ปรับปรุง - VERB),0
, , ,, , ,(ข้างนอก - NOUN),(ประทับใจ - VERB),12
, , ,, , ,(แบบจำลอง - NOUN),(ประทับใจ - VERB),10
, , ,, , ,(ขนาด - NOUN),(ประทับใจ - VERB),9
, , ,, , ,(กองทัพเรือ - NOUN),(ประทับใจ - VERB),7
, , ,, , ,(ประเทศ - NOUN),(ประทับใจ - VERB),5
, , ,, , ,(รูปปั้น - NOUN),(ประทับใจ - VERB),2
, , ,, , ,(ภาพ - NOUN),(เห็น - VERB),1
, , ,, , ,(พื้นที่ - NOUN),(เดิน - VERB),3
, , ,, , ,(จุด - NOUN),(ชม - VERB),0
, , ,, , ,(ห้องน้ำ - NOUN),(อยู่ - VERB),0
, , ,, , ,(ห้องน้ำ - NOUN),(ฟรี - VERB),4
, , ,, , ,(ห้องน้ำ - NOUN),(จอง - VERB),8
, , ,, , ,(ฝั่ง - NOUN),(ฟรี - VERB),2
, , ,, , ,(ฝั่ง - NOUN),(จอง - VERB),6
, , ,, , ,(ถนน - NOUN),(ฟรี - VERB),0
, , ,, , ,(ถนน - NOUN),(จอง - VERB),4
, , ,, , ,(แขก - NOUN),(จอง - VERB),1
, , ,, , ,(สถานที่ - NOUN),(ดี - VERB),1
, , ,, , ,(สถานที่ - NOUN),(มี - VERB),3
, , ,, , ,(สถานที่ - NOUN),(ยาว - VERB),5
, , ,, , ,(สถานที่ - NOUN),(คลิก - VERB),10
, , ,, , ,(สถานที่ - NOUN),(ดี - VERB),13
, , ,, , ,(เส้นทาง - NOUN),(ยาว - VERB),0
, , ,, , ,(เส้นทาง - NOUN),(คลิก - VERB),5
, , ,, , ,(เส้นทาง - NOUN),(ดี - VERB),8
, , ,, , ,(ที่ - NOUN),(คลิก - VERB),2
, , ,, , ,(ที่ - NOUN),(ดี - VERB),5
, , ,, , ,(ภาพ - NOUN),(ดี - VERB),1
, , ,, , ,(วิหาร - NOUN),(มี - VERB),1
, , ,, , ,(มุมมอง - NOUN),(ยอดเยี่ยม - VERB),1
, , ,, , ,(สถานที่ - NOUN),(เหมาะ - VERB),1
, , ,, , ,(สถานที่ - NOUN),(ชม - VERB),4
, , ,, , ,(สถานที่ - NOUN),(ตก - VERB),6
, , ,, , ,(การ - NOUN),(ชม - VERB),0
, , ,, , ,(การ - NOUN),(ตก - VERB),2
, , ,, , ,(พระอาทิตย์ - NOUN),(ตก - VERB),0
, , ,, , ,(นาที - NOUN),(แสดง - VERB),3
, , ,, , ,(นาที - NOUN),(เต็ม - VERB),4
, , ,, , ,(พลาด - NOUN),(แสดง - VERB),1
, , ,, , ,(พลาด - NOUN),(เต็ม - VERB),2
, , ,, , ,(การ - NOUN),(แสดง - VERB),0
, , ,, , ,(การ - NOUN),(เต็ม - VERB),1
, , ,, , ,(สถานที่ - NOUN),(เหมาะ - VERB),1
, , ,, , ,(สถานที่ - NOUN),(ชม - VERB),4
, , ,, , ,(สถานที่ - NOUN),(ตก - VERB),6
, , ,, , ,(การ - NOUN),(ชม - VERB),0
, , ,, , ,(การ - NOUN),(ตก - VERB),2
, , ,, , ,(พระอาทิตย์ - NOUN),(ตก - VERB),0
, , ,, , ,(ผู้คน - NOUN),(ไป - VERB),4
, , ,, , ,(ผู้คน - NOUN),(รับ - VERB),7
, , ,, , ,(ผู้คน - NOUN),(ดี - VERB),10
, , ,, , ,(มุมมอง - NOUN),(ดี - VERB),1
, , ,, , ,(การ - NOUN),(เดินทาง - VERB),0
, , ,, , ,(การ - NOUN),(ไป - VERB),1
, , ,, , ,(การ - NOUN),(ภูเก็ต - VERB),2
, , ,, , ,(สถานที่ - NOUN),(ดี - VERB),1
, , ,, , ,(สถานที่ - NOUN),(ชม - VERB),5
, , ,, , ,(สถานที่ - NOUN),(ตก - VERB),7
, , ,, , ,(การ - NOUN),(ชม - VERB),0
, , ,, , ,(การ - NOUN),(ตก - VERB),2
, , ,, , ,(พระอาทิตย์ - NOUN),(ตก - VERB),0
, , ,, , ,(ภูมิทัศน์ - NOUN),(สวยงาม - VERB),1
, , ,, , ,(ภูมิทัศน์ - NOUN),(มี - VERB),4
, , ,, , ,(ภูมิทัศน์ - NOUN),(สวยงาม - VERB),8
, , ,, , ,(พระอาทิตย์ - NOUN),(สวยงาม - VERB),2
, , ,, , ,(เพดาน - NOUN),(ดี - VERB),1
, , ,, , ,(เพดาน - NOUN),(ชม - VERB),5
, , ,, , ,(เพดาน - NOUN),(ตก - VERB),7
, , ,, , ,(การ - NOUN),(ชม - VERB),0
, , ,, , ,(การ - NOUN),(ตก - VERB),2
, , ,, , ,(พระอาทิตย์ - NOUN),(ตก - VERB),0
, , ,, , ,(วิว - NOUN),(น่าตื่นตาตื่นใจ - VERB),1
, , ,, , ,(วิ - NOUN),(ตก - VERB),8
, , ,, , ,(วทะ - NOUN),(ตก - VERB),7
, , ,, , ,(เล - NOUN),(ตก - VERB),6
, , ,, , ,(น่าตื่นตาตื่นใจ - NOUN),(ตก - VERB),4
, , ,, , ,(พระอาทิตย์ - NOUN),(ตก - VERB),0
, , ,, , ,(เวลา - NOUN),(เข้าถึง - VERB),6
, , ,, , ,(นาที - NOUN),(เข้าถึง - VERB),2
, , ,, , ,(การ - NOUN),(เข้าถึง - VERB),0
, , ,, , ,(สถานที่ - NOUN),(สวยงาม - VERB),1
, , ,, , ,(คุณ - NOUN),(เยี่ยม - VERB),1
, , ,, , ,(คุณ - NOUN),(ชม - VERB),2
, , ,, , ,(คุณ - NOUN),(ตก - VERB),8
, , ,, , ,(คุณ - NOUN),(ยอดเยี่ยม - VERB),12
, , ,, , ,(วางแผนการ - NOUN),(เยี่ยม - VERB),0
, , ,, , ,(วางแผนการ - NOUN),(ชม - VERB),1
, , ,, , ,(วางแผนการ - NOUN),(ตก - VERB),7
, , ,, , ,(วางแผนการ - NOUN),(ยอดเยี่ยม - VERB),11
, , ,, , ,(คุณ - NOUN),(ตก - VERB),3
, , ,, , ,(คุณ - NOUN),(ยอดเยี่ยม - VERB),7
, , ,, , ,(ช่วง - NOUN),(ตก - VERB),1
, , ,, , ,(ช่วง - NOUN),(ยอดเยี่ยม - VERB),5
, , ,, , ,(พระอาทิตย์ - NOUN),(ตก - VERB),0
, , ,, , ,(พระอาทิตย์ - NOUN),(ยอดเยี่ยม - VERB),4
, , ,, , ,(วิว - NOUN),(ยอดเยี่ยม - VERB),1
, , ,, , ,(สถานที่ - NOUN),(ดี - VERB),1
