noun,adj,distance,noun,adv,distance,noun,verb,distance
(กิจกรรม - NOUN),(มากมาย - ADJ),1,(คุณ - NOUN),(ด้วย - ADV),1,(ชายหาด - NOUN),(สะอาด - VERB),1
(น่าสนใจ - NOUN),(มากมาย - ADJ),0,(หาดทราย - NOUN),(มหัศจรรย์ - ADV),1,(ชายหาด - NOUN),(เหมือน - VERB),4
(พื้นที่ - NOUN),(เชือก - ADJ),0,(คลับ - NOUN),(หลาย - ADV),2,(ราคา - NOUN),(ใช้ - VERB),3
(พื้นที่ - NOUN),(ส่วนตัว - ADJ),0,(ริ - NOUN),(หลาย - ADV),1,(การ - NOUN),(ใช้ - VERB),0
(ชายหาด - NOUN),(มากมาย - ADJ),3,(มหาด - NOUN),(หลาย - ADV),0,(คน - NOUN),(พยายาม - VERB),3
(ชายหาด - NOUN),(เยอะ - ADJ),9,(วันคริสต์มาส - NOUN),(ค่อนข้าง - ADV),16,(คน - NOUN),(ขาย - VERB),4
(ผู้คน - NOUN),(มากมาย - ADJ),0,(วันคริสต์มาส - NOUN),(ค่อนข้าง - ADV),20,(จำนวน - NOUN),(พยายาม - VERB),2
(ผู้คน - NOUN),(เยอะ - ADJ),6,(วันคริสต์มาส - NOUN),(อื่นๆ - ADV),27,(จำนวน - NOUN),(ขาย - VERB),3
(คนขาย - NOUN),(เยอะ - ADJ),1,(เก้า - NOUN),(ค่อนข้าง - ADV),12,(ชายหาด - NOUN),(เป็น - VERB),1
(สิ่งของ - NOUN),(เยอะ - ADJ),0,(เก้า - NOUN),(ค่อนข้าง - ADV),16,(ชายหาด - NOUN),(นิยม - VERB),3
(ชายหาด - NOUN),(ทั่วไป - ADJ),1,(เก้า - NOUN),(อื่นๆ - ADV),23,(ชายหาด - NOUN),(เต็มไปด้วย - VERB),10
(ยอดนิยม - NOUN),(ทั่วไป - ADJ),0,(หาด - NOUN),(ค่อนข้าง - ADV),10,(ชายหาด - NOUN),(ถึง - VERB),13
(เก้าอี้ - NOUN),(สมเหตุสมผล - ADJ),2,(หาด - NOUN),(ค่อนข้าง - ADV),14,(ชายหาด - NOUN),(ตก - VERB),15
(ราคา - NOUN),(สมเหตุสมผล - ADJ),0,(หาด - NOUN),(อื่นๆ - ADV),21,(จังหวัด - NOUN),(เต็มไปด้วย - VERB),2
(บริการ - NOUN),(มากมาย - ADJ),17,(ป่า - NOUN),(ค่อนข้าง - ADV),9,(จังหวัด - NOUN),(ถึง - VERB),5
(วัน - NOUN),(มากมาย - ADJ),12,(ป่า - NOUN),(ค่อนข้าง - ADV),13,(จังหวัด - NOUN),(ตก - VERB),7
(ผู้ขาย - NOUN),(มากมาย - ADJ),8,(ป่า - NOUN),(อื่นๆ - ADV),20,(นักท่องเที่ยว - NOUN),(ถึง - VERB),1
(ท้องถิ่น - NOUN),(มากมาย - ADJ),6,(ตอง - NOUN),(ค่อนข้าง - ADV),8,(นักท่องเที่ยว - NOUN),(ตก - VERB),3
(ผลิตภัณฑ์ - NOUN),(มากมาย - ADJ),4,(ตอง - NOUN),(ค่อนข้าง - ADV),12,(พระอาทิตย์ - NOUN),(ตก - VERB),0
(เครื่องดื่ม - NOUN),(มากมาย - ADJ),2,(ตอง - NOUN),(อื่นๆ - ADV),19,(คุณ - NOUN),(มองหา - VERB),3
(ท้องถิ่น - NOUN),(มากมาย - ADJ),0,(ต้น - NOUN),(ค่อนข้าง - ADV),2,(คุณ - NOUN),(แออัด - VERB),9
(ด้านหลัง - NOUN),(น่าสนใจ - ADJ),4,(ต้น - NOUN),(ค่อนข้าง - ADV),6,(คุณ - NOUN),(มองหา - VERB),1
(ด้านหลัง - NOUN),(มากมาย - ADJ),5,(ต้น - NOUN),(อื่นๆ - ADV),13,(คุณ - NOUN),(แออัด - VERB),7
(ชายหาด - NOUN),(น่าสนใจ - ADJ),3,(ชายหาด - NOUN),(ค่อนข้าง - ADV),0,(เวลา - NOUN),(แออัด - VERB),3
(ชายหาด - NOUN),(มากมาย - ADJ),4,(ชายหาด - NOUN),(ค่อนข้าง - ADV),4,(รีวิว - NOUN),(ดี - VERB),2
(จุด - NOUN),(น่าสนใจ - ADJ),1,(ชายหาด - NOUN),(อื่นๆ - ADV),11,(ถนน - NOUN),(สูง - VERB),2
(จุด - NOUN),(มากมาย - ADJ),2,(น้ำ - NOUN),(ค่อนข้าง - ADV),0,(ถนน - NOUN),(เกิน - VERB),3
, , ,(น้ำ - NOUN),(อื่นๆ - ADV),7,(ถนน - NOUN),(มี - VERB),6
, , ,(ชายหาด - NOUN),(อื่นๆ - ADV),1,(ลา - NOUN),(สูง - VERB),0
, , ,(หาด - NOUN),(ดี - ADV),6,(ลา - NOUN),(เกิน - VERB),1
, , ,(ป่า - NOUN),(ดี - ADV),5,(ลา - NOUN),(มี - VERB),4
, , ,(ตอง - NOUN),(ดี - ADV),4,(คาด - NOUN),(มี - VERB),1
, , ,(การ - NOUN),(ดี - ADV),2,(ตอนเช้า - NOUN),(ยุ่ง - VERB),1
, , ,(ชายหาด - NOUN),(ค่อนข้าง - ADV),2,(ตอนเช้า - NOUN),(แน่น - VERB),4
, , ,(น้ำ - NOUN),(ค่อนข้าง - ADV),0,(คำพูด - NOUN),(ดัง - VERB),3
, , ,(นักว่ายน้ำ - NOUN),(ออก - ADV),1,(คำพูด - NOUN),(แก่ - VERB),7
, , ,(คุณ - NOUN),(สงบ - ADV),6,(คำพูด - NOUN),(ใช้ได้ - VERB),10
, , ,(การ - NOUN),(สงบ - ADV),2,(คำพูด - NOUN),(ดัง - VERB),16
, , ,(ป่า - NOUN),(เกือบ - ADV),9,(คำพูด - NOUN),(ยุ่ง - VERB),18
, , ,(ป่า - NOUN),(ทุก - ADV),10,(คำพูด - NOUN),(แพง - VERB),21
, , ,(ตอง - NOUN),(เกือบ - ADV),8,(คุณ - NOUN),(แก่ - VERB),1
, , ,(ตอง - NOUN),(ทุก - ADV),9,(คุณ - NOUN),(ใช้ได้ - VERB),4
, , ,(เวลา - NOUN),(เกือบ - ADV),6,(คุณ - NOUN),(ดัง - VERB),10
, , ,(เวลา - NOUN),(ทุก - ADV),7,(คุณ - NOUN),(ยุ่ง - VERB),12
, , ,(สัปดาห์ - NOUN),(เกือบ - ADV),4,(คุณ - NOUN),(แพง - VERB),15
, , ,(สัปดาห์ - NOUN),(ทุก - ADV),5,(ประสบการณ์ - NOUN),(ดัง - VERB),3
, , ,(ชายหาด - NOUN),(มาก - ADV),2,(ประสบการณ์ - NOUN),(ยุ่ง - VERB),5
, , ,(คุณ - NOUN),(เร็ว - ADV),3,(ประสบการณ์ - NOUN),(แพง - VERB),8
, , ,(คุณ - NOUN),(พอ - ADV),4,(ชาวยุโรป - NOUN),(หยาบคาย - VERB),1
, , ,(ที่นั่น - NOUN),(เร็ว - ADV),0,(เก้าอี้ - NOUN),(อาบแดด - VERB),0
, , ,(ที่นั่น - NOUN),(พอ - ADV),1,(เก้าอี้ - NOUN),(คอย - VERB),3
, , ,(ชายหาด - NOUN),(ทุก - ADV),0,(เก้าอี้ - NOUN),(ให้ - VERB),4
, , ,(ชายหาด - NOUN),(มาก - ADV),4,(เก้าอี้ - NOUN),(ซื้อ - VERB),6
, , ,(คืน - NOUN),(มาก - ADV),2,(ผู้คน - NOUN),(คอย - VERB),0
, , ,(ชายหาด - NOUN),(มาก - ADV),2,(ผู้คน - NOUN),(ให้ - VERB),1
, , ,(ความสุข - NOUN),(ได้ - ADV),0,(ผู้คน - NOUN),(ซื้อ - VERB),3
, , ,(เครื่องเล่น - NOUN),(ทุก - ADV),0,(คุณ - NOUN),(ซื้อ - VERB),0
, , ,(สถานที่ - NOUN),(มากมาย - ADV),3,(คุณ - NOUN),(พัก - VERB),0
, , ,(รับประทานอาหาร - NOUN),(มากมาย - ADV),2,(คุณ - NOUN),(เป็น - VERB),5
, , ,(ประเทศ - NOUN),(ที่สุด - ADV),6,(คุณ - NOUN),(สะอาด - VERB),10
, , ,(ชายหาด - NOUN),(ที่สุด - ADV),2,(คุณ - NOUN),(เข้าถึง - VERB),12
, , ,(กีฬา - NOUN),(ทั้งหมด - ADV),4,(ป่า - NOUN),(เป็น - VERB),2
, , ,(กีฬา - NOUN),(ลาก - ADV),11,(ป่า - NOUN),(สะอาด - VERB),7
, , ,(กีฬา - NOUN),(เรือเร็ว - ADV),13,(ป่า - NOUN),(เข้าถึง - VERB),9
, , ,(น้ำ - NOUN),(ทั้งหมด - ADV),2,(ตอง - NOUN),(เป็น - VERB),1
, , ,(น้ำ - NOUN),(ลาก - ADV),9,(ตอง - NOUN),(สะอาด - VERB),6
, , ,(น้ำ - NOUN),(เรือเร็ว - ADV),11,(ตอง - NOUN),(เข้าถึง - VERB),8
, , ,(เจ็ทสกี - NOUN),(ลาก - ADV),4,(ชายหาด - NOUN),(สะอาด - VERB),3
, , ,(เจ็ทสกี - NOUN),(เรือเร็ว - ADV),6,(ชายหาด - NOUN),(เข้าถึง - VERB),5
, , ,(พารา - NOUN),(ลาก - ADV),3,(น่ารัก - NOUN),(สะอาด - VERB),1
, , ,(พารา - NOUN),(เรือเร็ว - ADV),5,(น่ารัก - NOUN),(เข้าถึง - VERB),3
, , ,(เซล - NOUN),(ลาก - ADV),2,(ชายหาด - NOUN),(ไป - VERB),2
, , ,(เซล - NOUN),(เรือเร็ว - ADV),4,(ชายหาด - NOUN),(ต้องการ - VERB),7
, , ,(ลิง - NOUN),(ลาก - ADV),1,(คุณ - NOUN),(ต้องการ - VERB),0
, , ,(ลิง - NOUN),(เรือเร็ว - ADV),3,(เก้าอี้ - NOUN),(นั่นคือ - VERB),2
, , ,(กล้วย - NOUN),(ลาก - ADV),0,(เก้าอี้ - NOUN),(ร้องเรียน - VERB),4
, , ,(กล้วย - NOUN),(เรือเร็ว - ADV),2,(ข้อ - NOUN),(ร้องเรียน - VERB),0
, , ,(ชายหาด - NOUN),(เพียง - ADV),2,(ฟรี - NOUN),(เข้าถึง - VERB),1
, , ,(ป่า - NOUN),(เพียง - ADV),1,(ชายหาด - NOUN),(เข้าถึง - VERB),0
, , ,(อย่าง - NOUN),(ลิ่ง - ADV),8,(หาด - NOUN),(เป็น - VERB),2
, , ,(ที่นี่ - NOUN),(ลิ่ง - ADV),5,(หาด - NOUN),(เลวร้าย - VERB),7
, , ,(ว่ายน้ำ - NOUN),(ลิ่ง - ADV),4,(หาด - NOUN),(ไป - VERB),12
, , ,(เจ็ต - NOUN),(ลิ่ง - ADV),3,(หาด - NOUN),(มา - VERB),13
, , ,(สกี - NOUN),(ลิ่ง - ADV),2,(หาด - NOUN),(มี - VERB),18
, , ,(พารา - NOUN),(ลิ่ง - ADV),1,(ป่า - NOUN),(เป็น - VERB),1
, , ,(เซล - NOUN),(ลิ่ง - ADV),0,(ป่า - NOUN),(เลวร้าย - VERB),6
, , ,(ชายหาด - NOUN),(ด้วย - ADV),12,(ป่า - NOUN),(ไป - VERB),11
, , ,(แพนเค้ก - NOUN),(ด้วย - ADV),7,(ป่า - NOUN),(มา - VERB),12
, , ,(ไอศ - NOUN),(ด้วย - ADV),4,(ป่า - NOUN),(มี - VERB),17
, , ,(ครีม - NOUN),(ด้วย - ADV),3,(ตอง - NOUN),(เป็น - VERB),0
, , ,(คุณ - NOUN),(ด้วย - ADV),1,(ตอง - NOUN),(เลวร้าย - VERB),5
, , ,(สถานที่ - NOUN),(มาก - ADV),2,(ตอง - NOUN),(ไป - VERB),10
, , ,(ชายหาด - NOUN),(มาก - ADV),2,(ตอง - NOUN),(มา - VERB),11
, , ,(ชายหาด - NOUN),(แสน - ADV),15,(ตอง - NOUN),(มี - VERB),16
, , ,(ร้านค้า - NOUN),(แสน - ADV),10,(ชายหาด - NOUN),(เลวร้าย - VERB),1
, , ,(ร้านอาหาร - NOUN),(แสน - ADV),8,(ชายหาด - NOUN),(ไป - VERB),6
, , ,(คู่รัก - NOUN),(แสน - ADV),3,(ชายหาด - NOUN),(มา - VERB),7
, , ,(วันหยุด - NOUN),(แสน - ADV),0,(ชายหาด - NOUN),(มี - VERB),12
, , ,(ประเทศ - NOUN),(ที่สุด - ADV),5,(ประเทศ - NOUN),(มี - VERB),2
, , ,(ชายหาด - NOUN),(ที่สุด - ADV),2,(อาหาร - NOUN),(ดี - VERB),1
, , ,(ผู้ขาย - NOUN),(ทุก - ADV),5,(อาหาร - NOUN),(สั่ง - VERB),4
, , ,(ริ - NOUN),(ทุก - ADV),4,(อาหาร - NOUN),(สัมผัส - VERB),11
, , ,(มหาด - NOUN),(ทุก - ADV),3,(หาด - NOUN),(กะ - VERB),0
, , ,(ขายของ - NOUN),(ทุก - ADV),0,(หาด - NOUN),(เป็น - VERB),3
, , ,(ผู้ขาย - NOUN),(มาก - ADV),3,(หาด - NOUN),(ใกล้ - VERB),6
, , ,(คน - NOUN),(มาก - ADV),1,(ตง - NOUN),(เป็น - VERB),1
, , ,(นักท่องเที่ยว - NOUN),(เลย - ADV),5,(ตง - NOUN),(ใกล้ - VERB),4
, , ,(ต่างชาติ - NOUN),(เลย - ADV),4,(หาด - NOUN),(ใกล้ - VERB),1
, , ,(คน - NOUN),(ที่นี่ - ADV),1,(หาด - NOUN),(ถอด - VERB),25
, , ,(หาด - NOUN),(ง่าย - ADV),3,(หาด - NOUN),(เดินเล่น - VERB),30
, , ,(ป่า - NOUN),(ง่าย - ADV),2,(ป่า - NOUN),(ถอด - VERB),24
, , ,(ตอง - NOUN),(ง่าย - ADV),1,(ป่า - NOUN),(เดินเล่น - VERB),29
, , ,(ขี่ - NOUN),(แค่ - ADV),5,(ตอง - NOUN),(ถอด - VERB),23
, , ,(เรือยาว - NOUN),(แค่ - ADV),4,(ตอง - NOUN),(เดินเล่น - VERB),28
, , ,(เจ็ทสกี - NOUN),(แค่ - ADV),3,(ป่า - NOUN),(ถอด - VERB),22
, , ,(กระโดดร่ม - NOUN),(แค่ - ADV),1,(ป่า - NOUN),(เดินเล่น - VERB),27
, , ,(สถานที่ท่องเที่ยว - NOUN),(ออก - ADV),9,(ตอง - NOUN),(ถอด - VERB),21
, , ,(น้ำ - NOUN),(ออก - ADV),7,(ตอง - NOUN),(เดินเล่น - VERB),26
, , ,(ชายหาด - NOUN),(ออก - ADV),4,(มุม - NOUN),(ถอด - VERB),3
, , ,(เวลา - NOUN),(บาง - ADV),9,(มุม - NOUN),(เดินเล่น - VERB),8
, , ,(ออกอากาศ - NOUN),(บาง - ADV),8,(โลก - NOUN),(ถอด - VERB),2
, , ,(น่าขยะแขยง - NOUN),(บาง - ADV),6,(โลก - NOUN),(เดินเล่น - VERB),7
, , ,(นาที - NOUN),(บาง - ADV),4,(รองเท้าแตะ - NOUN),(เดินเล่น - VERB),3
, , ,(วินาที - NOUN),(บาง - ADV),1,(การ - NOUN),(เข้าถึง - VERB),0
, , ,(น้ำ - NOUN),(อบอุ่น - ADV),2,(การ - NOUN),(เป็น - VERB),4
, , ,(ยอดเยี่ยม - NOUN),(มาก - ADV),0,(การ - NOUN),(มี - VERB),9
, , ,(ชายหาด - NOUN),(ที่สุด - ADV),2,(การ - NOUN),(พบ - VERB),11
, , ,(ตอน - NOUN),(สุด - ADV),1,(การ - NOUN),(มี - VERB),13
, , ,(ตอน - NOUN),(ใกล้ - ADV),2,(การ - NOUN),(แล่น - VERB),15
, , ,(เหนือ - NOUN),(สุด - ADV),0,(การ - NOUN),(น่าสนใจ - VERB),21
, , ,(เหนือ - NOUN),(ใกล้ - ADV),1,(การ - NOUN),(ตาม - VERB),23
, , ,(ผู้คน - NOUN),(บาง - ADV),8,(การ - NOUN),(มา - VERB),24
, , ,(ผู้คน - NOUN),(ที่นี่ - ADV),11,(ชายหาด - NOUN),(เป็น - VERB),2
, , ,(ถนน - NOUN),(บาง - ADV),6,(ชายหาด - NOUN),(มี - VERB),7
, , ,(ถนน - NOUN),(ที่นี่ - ADV),9,(ชายหาด - NOUN),(พบ - VERB),9
, , ,(คน - NOUN),(บาง - ADV),5,(ชายหาด - NOUN),(มี - VERB),11
, , ,(คน - NOUN),(ที่นี่ - ADV),8,(ชายหาด - NOUN),(แล่น - VERB),13
, , ,(ชื่อเสียง - NOUN),(บาง - ADV),1,(ชายหาด - NOUN),(น่าสนใจ - VERB),19
, , ,(ชื่อเสียง - NOUN),(ที่นี่ - ADV),4,(ชายหาด - NOUN),(ตาม - VERB),21
, , ,(ถนน - NOUN),(บาง - ADV),0,(ชายหาด - NOUN),(มา - VERB),22
, , ,(ถนน - NOUN),(ที่นี่ - ADV),3,(แห่ง - NOUN),(เป็น - VERB),1
, , ,(ลา - NOUN),(ที่นี่ - ADV),1,(แห่ง - NOUN),(มี - VERB),6
, , ,(ผู้ - NOUN),(กว่า - ADV),7,(แห่ง - NOUN),(พบ - VERB),8
, , ,(สถานที่ - NOUN),(กว่า - ADV),2,(แห่ง - NOUN),(มี - VERB),10
, , ,(ชายหาด - NOUN),(ที่สุด - ADV),3,(แห่ง - NOUN),(แล่น - VERB),12
, , ,(น่าจะ - NOUN),(ที่สุด - ADV),1,(แห่ง - NOUN),(น่าสนใจ - VERB),18
, , ,(คน - NOUN),(ทุก - ADV),5,(แห่ง - NOUN),(ตาม - VERB),20
, , ,(จำนวน - NOUN),(ทุก - ADV),4,(แห่ง - NOUN),(มา - VERB),21
, , ,(ขยะ - NOUN),(ทุก - ADV),2,(พริบตา - NOUN),(มี - VERB),3
, , ,(เสียง - NOUN),(เกินไป - ADV),5,(พริบตา - NOUN),(พบ - VERB),5
, , ,(ถนน - NOUN),(เกินไป - ADV),1,(พริบตา - NOUN),(มี - VERB),7
, , ,(บนสวรรค์ - NOUN),(ไม่ได้ - ADV),0,(พริบตา - NOUN),(แล่น - VERB),9
, , ,(ชายหาด - NOUN),(ที่สุด - ADV),3,(พริบตา - NOUN),(น่าสนใจ - VERB),15
, , ,(ชายหาด - NOUN),(หลาย - ADV),0,(พริบตา - NOUN),(ตาม - VERB),17
, , ,(ชายหาด - NOUN),(กว่า - ADV),4,(พริบตา - NOUN),(มา - VERB),18
, , ,(ชายหาด - NOUN),(กว่า - ADV),7,(ริมถนน - NOUN),(มี - VERB),1
, , ,(แห่ง - NOUN),(กว่า - ADV),2,(ริมถนน - NOUN),(พบ - VERB),3
, , ,(แห่ง - NOUN),(กว่า - ADV),5,(ริมถนน - NOUN),(มี - VERB),5
, , ,(ลูกชาย - NOUN),(มาก - ADV),4,(ริมถนน - NOUN),(แล่น - VERB),7
, , ,(ผู้หญิง - NOUN),(มา - ADV),2,(ริมถนน - NOUN),(น่าสนใจ - VERB),13
, , ,(จำนวน - NOUN),(มา - ADV),1,(ริมถนน - NOUN),(ตาม - VERB),15
, , ,(ทะเล - NOUN),(ค่อนข้าง - ADV),0,(ริมถนน - NOUN),(มา - VERB),16
, , ,(อาหาร - NOUN),(น่าอัศจรรย์ - ADV),10,(คน - NOUN),(พบ - VERB),0
, , ,(รถเข็น - NOUN),(น่าอัศจรรย์ - ADV),8,(คน - NOUN),(มี - VERB),2
, , ,(ชายหาด - NOUN),(น่าอัศจรรย์ - ADV),6,(คน - NOUN),(แล่น - VERB),4
, , ,(สิ่ง - NOUN),(น่าอัศจรรย์ - ADV),3,(คน - NOUN),(น่าสนใจ - VERB),10
, , ,(คน - NOUN),(มาก - ADV),8,(คน - NOUN),(ตาม - VERB),12
, , ,(คน - NOUN),(ดี - ADV),15,(คน - NOUN),(มา - VERB),13
, , ,(ไอศ - NOUN),(มาก - ADV),4,(การ - NOUN),(แล่น - VERB),0
, , ,(ไอศ - NOUN),(ดี - ADV),11,(การ - NOUN),(น่าสนใจ - VERB),6
, , ,(ครีม - NOUN),(มาก - ADV),3,(การ - NOUN),(ตาม - VERB),8
, , ,(ครีม - NOUN),(ดี - ADV),10,(การ - NOUN),(มา - VERB),9
, , ,(ความรู้ - NOUN),(มาก - ADV),0,(เรือใบ - NOUN),(น่าสนใจ - VERB),4
, , ,(ความรู้ - NOUN),(ดี - ADV),7,(เรือใบ - NOUN),(ตาม - VERB),6
, , ,(ภาษา - NOUN),(ดี - ADV),2,(เรือใบ - NOUN),(มา - VERB),7
, , ,(การ - NOUN),(กว่า - ADV),3,(กิจกรรม - NOUN),(น่าสนใจ - VERB),1
, , ,(น้ำ - NOUN),(มาก - ADV),2,(กิจกรรม - NOUN),(ตาม - VERB),3
, , ,(น้ำ - NOUN),(มาก - ADV),7,(กิจกรรม - NOUN),(มา - VERB),4
, , ,(แสงอาทิตย์ - NOUN),(มาก - ADV),2,(เวลา - NOUN),(เย่ - VERB),1
, , ,(เสื้อผ้า - NOUN),(มาก - ADV),0,(เวลา - NOUN),(เดิน - VERB),2
, , ,(เสื้อผ้า - NOUN),(เกินไป - ADV),1,(เวลา - NOUN),(ไป - VERB),3
, , ,(เสื้อผ้า - NOUN),(ทุก - ADV),6,(บรรยากาศ - NOUN),(บ้าคลั่ง - VERB),1
, , ,(บริการ - NOUN),(ทุก - ADV),1,(บรรยากาศ - NOUN),(ไม่ได้ - VERB),3
, , ,(คุณ - NOUN),(เกือบ - ADV),3,(บรรยากาศ - NOUN),(เป็น - VERB),4
, , ,(เงินได้ - NOUN),(เกือบ - ADV),0,(บรรยากาศ - NOUN),(พา - VERB),8
, , ,(ร้านค้า - NOUN),(ทุก - ADV),12,(สถานที่ - NOUN),(พา - VERB),2
, , ,(เอ็ด - NOUN),(ทุก - ADV),8,(หาดทราย - NOUN),(สีขาว - VERB),0
, , ,(ร้าน - NOUN),(ทุก - ADV),7,(คลับ - NOUN),(มี - VERB),5
, , ,(หาด - NOUN),(ทุก - ADV),5,(คลับ - NOUN),(ริม - VERB),11
, , ,(ป่า - NOUN),(ทุก - ADV),4,(คลับ - NOUN),(นั่ง - VERB),14
, , ,(แคนาดา - NOUN),(ทุก - ADV),0,(ริ - NOUN),(มี - VERB),4
, , ,(ร้านขายยา - NOUN),(ทุก - ADV),2,(ริ - NOUN),(ริม - VERB),10
, , ,(อาหาร - NOUN),(มาก - ADV),6,(ริ - NOUN),(นั่ง - VERB),13
, , ,(ข้างทาง - NOUN),(มาก - ADV),5,(มหาด - NOUN),(มี - VERB),3
, , ,(ตลาด - NOUN),(มาก - ADV),3,(มหาด - NOUN),(ริม - VERB),9
, , ,(วันเวลา - NOUN),(มาก - ADV),6,(มหาด - NOUN),(นั่ง - VERB),12
, , ,(สถานที่ - NOUN),(รอบๆ - ADV),8,(แห่ง - NOUN),(มี - VERB),1
, , ,(ชีวิต - NOUN),(รอบๆ - ADV),2,(แห่ง - NOUN),(ริม - VERB),7
, , ,(กิจกรรม - NOUN),(รอบๆ - ADV),1,(แห่ง - NOUN),(นั่ง - VERB),10
, , ,(สถานที่ - NOUN),(เลย - ADV),2,(สิ่งอำนวยความสะดวก - NOUN),(ริม - VERB),4
, , ,(ร่ม - NOUN),(มาก - ADV),0,(สิ่งอำนวยความสะดวก - NOUN),(นั่ง - VERB),7
, , ,(ร่ม - NOUN),(เกินไป - ADV),1,(สระว่ายน้ำ - NOUN),(ริม - VERB),2
, , ,(ชายหาด - NOUN),(เกินไป - ADV),1,(สระว่ายน้ำ - NOUN),(นั่ง - VERB),5
, , ,(คุณ - NOUN),(บาง - ADV),4,(อาหาร - NOUN),(ริม - VERB),1
, , ,(การ - NOUN),(อยู่ - ADV),5,(อาหาร - NOUN),(นั่ง - VERB),4
, , ,(การ - NOUN),(บาง - ADV),7,(สระน้ำ - NOUN),(นั่ง - VERB),1
, , ,(ข้างถนน - NOUN),(บาง - ADV),0,(น้ำ - NOUN),(สงบ - VERB),3
, , ,(ชายหาด - NOUN),(เพียงพอ - ADV),6,(น้ำ - NOUN),(ดี - VERB),5
, , ,(ชายหาด - NOUN),(มากมาย - ADV),12,(น้ำ - NOUN),(ล่อง - VERB),8
, , ,(พื้นที่ - NOUN),(เพียงพอ - ADV),2,(น้ำ - NOUN),(ลอย - VERB),9
, , ,(พื้นที่ - NOUN),(มากมาย - ADV),8,(ทะเลอันดามัน - NOUN),(สงบ - VERB),1
, , ,(น้ำ - NOUN),(เพียงพอ - ADV),0,(ทะเลอันดามัน - NOUN),(ดี - VERB),3
, , ,(น้ำ - NOUN),(มากมาย - ADV),6,(ทะเลอันดามัน - NOUN),(ล่อง - VERB),6
, , ,(กิจกรรม - NOUN),(มากมาย - ADV),2,(ทะเลอันดามัน - NOUN),(ลอย - VERB),7
, , ,(ชายหาด - NOUN),(ทุก - ADV),2,(การ - NOUN),(เล่นว่าว - VERB),0
, , ,(ผู้คน - NOUN),(สุด - ADV),4,(วันคริสต์มาส - NOUN),(วางแผน - VERB),10
, , ,(กันเอง - NOUN),(สุด - ADV),0,(วันคริสต์มาส - NOUN),(มา - VERB),11
, , ,(คุณ - NOUN),(มาก - ADV),14,(วันคริสต์มาส - NOUN),(แออัด - VERB),17
, , ,(ตัวเลือก - NOUN),(มาก - ADV),12,(วันคริสต์มาส - NOUN),(เทียบ - VERB),23
, , ,(ร่ม - NOUN),(มาก - ADV),10,(เก้า - NOUN),(วางแผน - VERB),6
, , ,(เก้าอี้ - NOUN),(มาก - ADV),8,(เก้า - NOUN),(มา - VERB),7
, , ,(ร่มเงา - NOUN),(มาก - ADV),2,(เก้า - NOUN),(แออัด - VERB),13
, , ,(คุณ - NOUN),(มาก - ADV),11,(เก้า - NOUN),(เทียบ - VERB),19
, , ,(สถานที่ - NOUN),(มาก - ADV),8,(หาด - NOUN),(วางแผน - VERB),4
, , ,(ปีใหม่ - NOUN),(มาก - ADV),5,(หาด - NOUN),(มา - VERB),5
, , ,(จุด - NOUN),(มาก - ADV),2,(หาด - NOUN),(แออัด - VERB),11
, , ,(สถานที่ - NOUN),(มาก - ADV),2,(หาด - NOUN),(เทียบ - VERB),17
, , ,(บริการ - NOUN),(ตลอด - ADV),2,(ป่า - NOUN),(วางแผน - VERB),3
, , ,(บริการ - NOUN),(ทั้ง - ADV),3,(ป่า - NOUN),(มา - VERB),4
, , ,(บริการ - NOUN),(มากมาย - ADV),6,(ป่า - NOUN),(แออัด - VERB),10
, , ,(วัน - NOUN),(มากมาย - ADV),1,(ป่า - NOUN),(เทียบ - VERB),16
, , ,, , ,(ตอง - NOUN),(วางแผน - VERB),2
, , ,, , ,(ตอง - NOUN),(มา - VERB),3
, , ,, , ,(ตอง - NOUN),(แออัด - VERB),9
, , ,, , ,(ตอง - NOUN),(เทียบ - VERB),15
, , ,, , ,(ต้น - NOUN),(แออัด - VERB),3
, , ,, , ,(ต้น - NOUN),(เทียบ - VERB),9
, , ,, , ,(ชายหาด - NOUN),(แออัด - VERB),1
, , ,, , ,(ชายหาด - NOUN),(เทียบ - VERB),7
, , ,, , ,(น้ำ - NOUN),(เทียบ - VERB),3
, , ,, , ,(ประสบการณ์ - NOUN),(ดี - VERB),1
, , ,, , ,(หาด - NOUN),(ได้รับ - VERB),2
, , ,, , ,(หาด - NOUN),(ดูแล - VERB),4
, , ,, , ,(ป่า - NOUN),(ได้รับ - VERB),1
, , ,, , ,(ป่า - NOUN),(ดูแล - VERB),3
, , ,, , ,(ตอง - NOUN),(ได้รับ - VERB),0
, , ,, , ,(ตอง - NOUN),(ดูแล - VERB),2
, , ,, , ,(การ - NOUN),(ดูแล - VERB),0
, , ,, , ,(ชายหาด - NOUN),(สะอาด - VERB),3
, , ,, , ,(ชายหาด - NOUN),(มี - VERB),4
, , ,, , ,(ชายหาด - NOUN),(ทำ - VERB),10
, , ,, , ,(น้ำ - NOUN),(สะอาด - VERB),1
, , ,, , ,(น้ำ - NOUN),(มี - VERB),2
, , ,, , ,(น้ำ - NOUN),(ทำ - VERB),8
, , ,, , ,(กิจกรรม - NOUN),(ทำ - VERB),4
, , ,, , ,(น้ำ - NOUN),(ทำ - VERB),2
, , ,, , ,(นักว่ายน้ำ - NOUN),(แยก - VERB),0
